uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
54403,DaMarcus Beasley,Base Hero,N\A,39386,85,16,7,27,-1,12582912,0,131072,0,128,128,9,0,0,2,4,90,91,85,82,78,90,68,84,68,83,69,80,81,86,78,88,79,83,62,76,79,76,73,76,75,73,75,80,79,10,10,10,10,10
54404,Sidney Govou,Base Hero,N\A,40898,86,25,12,-1,-1,4325376,0,4,0,141,141,23,0,0,3,3,90,88,83,82,81,80,70,85,57,84,47,86,83,89,80,89,88,69,72,74,82,56,93,74,57,49,87,82,75,10,10,10,10,10
54405,Jerzy Dudek,Base Hero,N\A,44897,86,0,-1,-1,-1,0,8,0,2,101,101,0,0,0,0,3,62,56,68,61,71,44,73,84,42,50,22,16,52,26,14,14,13,27,11,27,33,26,59,27,19,18,13,14,24,86,83,78,90,85
54406,Xabier Alonso Olano,Icon,N\A,45197,87,10,14,-1,-1,540676,0,128,0,116,14,116,20,0,2,4,67,74,66,77,61,83,79,85,81,88,86,70,85,87,81,72,68,84,73,88,89,83,87,88,84,77,75,78,81,10,10,10,10,10
54407,Raúl González Blanco,Icon,N\A,45661,90,25,-1,-1,-1,21823490,0,1,0,141,42,43,141,0,3,4,84,87,87,89,90,86,73,91,45,91,37,94,92,91,69,85,94,76,94,63,87,42,86,63,42,31,89,74,82,10,10,10,10,10
54408,Michaël Essien,Icon,N\A,45674,86,10,14,-1,-1,10493988,0,1024,0,114,114,18,0,0,2,4,83,81,72,83,81,89,85,81,84,81,89,72,72,85,67,73,64,54,70,83,87,85,84,83,88,87,75,63,60,10,10,10,10,10
54409,Petr Čech,Icon,N\A,48940,88,0,-1,-1,-1,268435456,0,0,8,101,101,0,0,0,0,3,56,52,67,64,72,44,76,89,26,69,23,12,60,23,21,18,13,22,27,40,37,26,57,40,14,23,12,22,27,86,85,76,88,90
54410,Fernando José Torres Sanz,Icon,N\A,49369,87,25,-1,-1,-1,21364754,0,1,0,142,142,0,0,0,3,4,91,88,85,80,81,82,75,91,63,86,36,90,85,83,75,85,92,65,80,56,79,35,84,56,44,38,82,76,85,10,10,10,10,10
54411,Ledley King,Base Hero,N\A,50752,86,5,-1,-1,-1,3072,0,8192,0,111,111,0,0,0,1,4,76,83,67,63,79,70,86,85,80,87,87,48,63,80,61,65,52,51,84,75,80,91,63,75,91,87,48,50,60,10,10,10,10,10
54412,Peter Crouch,Base Hero,N\A,51257,85,25,-1,-1,-1,134283280,0,33554432,0,144,144,0,0,0,2,3,71,76,68,54,78,79,82,85,75,87,43,86,78,84,66,77,89,59,94,74,83,52,84,74,46,41,89,65,88,10,10,10,10,10
54413,Tim Cahill,Base Hero,N\A,51412,85,25,14,18,-1,167772164,0,16,0,142,44,142,32,0,2,4,79,81,81,84,95,84,83,87,92,79,55,82,76,84,68,79,87,66,94,72,84,64,88,72,57,52,90,73,73,10,10,10,10,10
54414,Edwin van der Sar,Icon,N\A,51539,88,0,-1,-1,-1,0,8,0,2,101,101,0,0,0,0,3,39,38,41,44,73,41,74,82,25,64,24,15,68,30,10,8,6,9,10,46,46,10,59,46,10,10,11,8,17,84,87,79,86,92
54415,Wayne Rooney,Icon,N\A,54050,88,25,18,-1,-1,58720387,0,4,0,141,43,141,32,0,2,4,89,87,82,82,85,89,85,90,88,85,43,90,79,89,77,84,89,82,87,83,84,51,92,83,55,43,90,84,85,10,10,10,10,10
54416,Antonio Di Natale,Base Hero,N\A,120274,88,25,27,-1,-1,17039426,0,1,0,143,41,143,40,0,3,4,92,88,87,91,72,81,70,90,56,88,42,93,85,91,86,89,92,86,74,79,86,51,87,79,37,34,91,89,91,10,10,10,10,10
54417,Philipp Lahm,Icon,N\A,121939,89,3,7,10,-1,2122368,0,4096,0,104,5,104,8,0,2,3,85,83,83,91,74,90,61,89,67,91,89,72,81,86,87,78,64,58,66,83,84,90,67,83,84,94,62,83,74,10,10,10,10,10
54418,Bastian Schweinsteiger,Icon,N\A,121944,88,14,16,-1,-1,10489860,0,128,0,118,22,118,27,0,2,3,73,78,75,79,82,89,80,90,84,86,86,83,87,87,81,81,78,82,78,87,89,82,91,87,83,81,85,84,75,10,10,10,10,10
54420,Ricardo Izecson dos Santos Leite,Icon,N\A,138449,89,18,-1,-1,-1,4194337,0,131072,0,131,32,131,0,0,4,4,90,88,86,84,55,85,76,88,47,93,46,84,89,90,85,91,84,80,60,82,88,44,86,82,37,35,84,87,84,10,10,10,10,10
54421,Nemanja Vidić,Icon,N\A,140601,87,5,-1,-1,-1,167808016,0,16384,0,112,112,0,0,0,1,3,74,81,66,70,90,85,91,82,88,85,86,34,55,71,50,50,42,46,90,69,73,92,67,69,91,87,49,50,63,10,10,10,10,10
54422,Javier Mascherano,Base Hero,N\A,142754,88,5,10,-1,-1,4288,0,16384,0,113,12,113,15,0,2,3,76,76,71,80,88,88,82,89,91,85,91,56,70,84,69,66,44,52,76,83,86,90,77,83,91,92,53,65,61,10,10,10,10,10
54423,Mario Gomez,Base Hero,N\A,150418,88,25,-1,-1,-1,134742017,0,16,0,144,144,0,0,0,2,4,79,86,73,71,85,80,88,91,74,89,39,93,75,84,74,81,93,45,91,66,77,40,92,66,35,33,92,72,78,10,10,10,10,10
54424,Clint Dempsey,Base Hero,N\A,155897,85,18,27,-1,-1,33882112,0,0,0,132,31,132,40,0,3,4,81,83,80,72,77,82,81,87,74,83,31,86,83,87,79,86,87,83,81,75,85,44,85,75,49,46,82,78,81,10,10,10,10,10
54425,Luis Hernández,Icon,N\A,156353,86,25,-1,-1,-1,151126034,0,524288,0,142,142,0,0,0,3,3,91,88,90,82,86,79,62,85,58,83,32,88,70,86,66,87,88,78,89,69,73,38,83,69,44,49,80,72,85,10,10,10,10,10
54426,Franck Ribéry,Icon,N\A,156616,88,16,27,-1,-1,21233704,0,65536,0,129,30,129,0,0,4,5,90,88,89,88,50,78,62,86,61,86,36,84,88,91,79,91,85,84,46,81,88,38,82,81,35,31,87,81,81,10,10,10,10,10
54427,Fernando Hierro Ruiz,Icon,N\A,161840,88,5,-1,-1,-1,134236312,0,32768,0,111,13,111,0,0,1,3,74,74,63,83,90,81,87,82,81,86,92,64,70,72,62,61,54,73,93,86,79,93,82,86,94,77,75,64,73,10,10,10,10,10
54428,Gheorghe Hagi,Icon,N\A,166124,88,18,14,16,-1,327722,0,4,0,131,131,21,29,0,3,4,83,82,83,83,72,76,60,85,59,87,43,86,88,90,86,89,82,92,57,86,90,32,91,86,45,39,85,87,89,10,10,10,10,10
54429,Hugo Sánchez,Icon,N\A,166149,89,25,-1,-1,-1,135004188,0,33554432,0,141,141,0,0,0,2,4,88,89,90,87,84,76,72,86,64,82,42,86,80,87,82,90,91,86,90,55,82,35,91,55,34,32,95,81,86,10,10,10,10,10
54430,Rudi Völler,Base Hero,N\A,166676,89,25,-1,-1,-1,172490769,0,2,0,142,41,142,0,0,2,4,90,88,87,76,94,91,85,94,74,85,42,88,82,87,78,86,92,76,93,62,77,41,93,62,43,41,90,83,86,10,10,10,10,10
54431,Arthur Antunes Coimbra,Icon,N\A,166691,91,18,14,-1,-1,17105184,0,8,0,131,32,131,21,0,4,5,87,90,89,85,77,81,75,89,45,89,61,89,93,93,86,92,92,97,73,87,93,56,92,87,66,60,90,94,88,10,10,10,10,10
54432,Franco Baresi,Icon,N\A,166906,91,5,-1,-1,-1,5248,0,16384,0,111,13,111,0,0,1,3,69,77,73,75,86,86,79,93,86,84,94,39,70,86,63,55,44,44,89,85,87,94,53,85,94,94,49,57,62,10,10,10,10,10
54433,Jean-Pierre Papin,Base Hero,N\A,167134,89,25,-1,-1,-1,50331664,0,4,0,141,44,141,0,0,2,4,82,83,88,87,87,82,77,92,62,83,36,94,75,84,70,79,95,64,89,61,77,38,94,61,42,35,95,84,87,10,10,10,10,10
54434,Carlos Alberto Torres,Icon,N\A,167135,91,3,5,-1,-1,8393860,0,8192,0,103,103,13,0,0,2,4,90,88,82,71,83,88,86,88,78,82,89,81,86,87,84,83,56,34,84,64,89,87,82,64,89,88,45,65,81,10,10,10,10,10
54435,Eric Cantona,Icon,N\A,167198,89,25,-1,-1,-1,17629218,0,4,0,143,41,143,0,0,4,4,85,86,82,82,88,87,88,87,90,93,46,89,90,91,85,89,88,84,87,82,85,39,91,82,51,48,94,88,87,10,10,10,10,10
54436,Abedi Ayew,Base Hero,N\A,167425,89,18,16,-1,-1,38010912,0,131072,0,131,32,131,29,0,3,4,92,91,95,90,75,83,65,91,47,82,43,83,90,92,89,91,80,83,79,78,88,47,83,78,44,41,85,88,86,10,10,10,10,10
54437,Ronald Koeman,Icon,N\A,167680,88,5,-1,-1,-1,49284,0,8,0,113,113,0,0,0,2,3,73,78,65,70,83,84,85,89,84,85,91,76,80,84,79,76,80,95,83,94,86,86,96,94,90,87,81,92,95,10,10,10,10,10
54439,Sami Al Jaber,Base Hero,N\A,168886,86,25,-1,-1,-1,131076,0,1,0,141,141,0,0,0,2,3,89,87,78,82,79,84,71,88,54,88,45,88,75,81,70,84,90,79,86,71,78,39,87,71,34,44,89,77,84,10,10,10,10,10
54442,Claudio Marchisio,Base Hero,N\A,173210,87,14,10,16,-1,2371712,0,0,0,118,20,118,16,0,3,4,83,81,82,78,69,88,80,87,81,86,83,81,87,88,78,87,75,79,69,87,89,79,88,87,82,80,79,80,82,10,10,10,10,10
54444,Ramires Santos do Nascimen.,Base Hero,N\A,184943,86,10,12,-1,-1,10502146,0,4096,0,114,114,24,0,0,3,3,87,89,79,82,78,92,78,88,87,83,87,77,79,83,76,80,75,61,72,81,84,86,83,81,85,83,70,82,70,10,10,10,10,10
54445,Bobby Moore,Icon,N\A,190044,90,5,-1,-1,-1,2100352,0,8192,0,111,111,0,0,0,1,3,69,71,81,82,83,88,82,92,79,93,91,60,79,85,71,65,54,64,87,88,90,93,75,88,93,91,62,71,74,10,10,10,10,10
54446,Johan Cruyff,Icon,N\A,190045,93,18,25,-1,-1,18088226,0,524288,0,132,31,132,43,0,4,5,92,88,92,80,65,81,70,95,70,94,43,94,93,95,86,94,94,83,64,86,92,42,84,86,35,39,94,92,87,10,10,10,10,10
54447,Sócrates Vieira de Oliveira,Icon,N\A,190046,89,18,-1,-1,-1,151322624,0,32,0,131,131,0,0,0,3,5,83,81,82,58,68,90,82,84,75,95,32,85,92,93,87,90,85,87,86,89,88,28,90,89,51,46,89,87,87,10,10,10,10,10
54448,Gerd Müller,Icon,N\A,190048,92,25,-1,-1,-1,151519232,0,1,0,142,41,142,0,0,3,4,92,82,83,93,88,79,75,96,61,89,41,96,81,89,66,80,97,74,94,66,82,44,94,66,32,31,94,77,84,10,10,10,10,10
54449,Jorge Campos,Base Hero,N\A,191694,87,0,-1,-1,-1,0,0,0,1,102,102,0,0,0,2,4,87,79,92,74,91,67,52,88,52,81,55,85,74,77,54,74,79,58,69,64,61,32,61,64,38,47,89,67,75,93,83,81,90,80
54450,Emilio Butragueño Santos,Icon,N\A,191695,89,25,-1,-1,-1,21757955,0,65536,0,142,142,0,0,0,2,5,93,91,90,88,81,82,62,89,49,86,44,91,87,90,72,91,94,75,84,60,83,33,85,60,32,30,85,78,81,10,10,10,10,10
54451,David Ginola,Base Hero,N\A,191972,89,16,18,25,27,4980740,0,65536,0,129,129,31,0,0,4,5,91,89,91,75,90,82,85,84,82,92,54,84,92,92,89,92,87,82,86,84,85,53,89,84,49,45,91,88,82,10,10,10,10,10
54452,Marco van Basten,Icon,N\A,192181,91,25,-1,-1,-1,17367041,0,33554432,0,142,142,0,0,0,2,4,82,85,84,73,83,76,80,93,50,90,45,94,75,91,72,86,95,76,88,64,78,24,92,64,31,30,96,76,88,10,10,10,10,10
54454,Frank Rijkaard,Icon,N\A,214098,87,10,5,14,-1,16787492,0,4096,0,115,115,13,19,0,2,4,75,78,70,65,80,89,89,85,75,89,88,69,82,87,74,72,66,57,84,84,87,86,83,84,88,84,67,53,75,10,10,10,10,10
54455,Ruud Gullit,Icon,N\A,214100,90,18,14,25,-1,131094,0,134217728,0,132,132,18,41,0,3,5,83,86,76,82,83,92,86,92,84,88,79,91,89,89,85,86,86,89,92,91,89,77,93,91,80,75,85,87,82,10,10,10,10,10
54456,Paulo Jorge dos Santos Futre,Base Hero,N\A,214101,88,27,16,23,25,4980768,0,65536,0,139,139,36,43,0,3,3,95,92,93,92,58,72,56,86,45,92,31,82,78,92,83,95,81,84,72,74,81,35,77,74,33,29,81,78,93,10,10,10,10,10
54457,Gary Lineker,Icon,N\A,214267,89,25,-1,-1,-1,0,0,2,0,142,142,0,0,0,2,4,88,85,81,77,76,83,78,90,55,85,42,92,70,87,59,83,93,65,87,68,81,29,87,68,35,33,89,62,86,10,10,10,10,10
54458,Davor Šuker,Icon,N\A,214649,87,25,-1,-1,-1,65538,0,16777216,0,141,141,0,0,0,3,4,82,84,85,84,77,85,72,88,68,90,43,90,80,88,74,89,90,85,80,68,84,39,87,68,39,31,92,87,87,10,10,10,10,10
54459,Michael Laudrup,Icon,N\A,222000,88,18,27,-1,-1,786465,0,1048576,0,131,131,40,0,0,3,4,85,83,85,80,63,76,65,87,40,89,35,83,92,91,91,92,80,77,66,79,89,36,75,79,39,36,83,87,85,10,10,10,10,10
54461,Nadine Keßler,Base Hero,N\A,226373,88,14,18,-1,-1,17564672,0,32,0,121,121,31,0,0,3,3,83,79,76,74,69,81,76,89,76,85,86,87,91,91,82,87,87,80,76,89,91,74,83,89,82,67,78,83,82,10,10,10,10,10
54462,George Best,Icon,N\A,226764,90,23,12,18,27,4980736,0,65536,0,137,36,137,40,0,3,4,92,90,91,89,77,85,65,88,52,90,61,86,83,93,86,93,91,73,83,77,82,50,86,77,51,48,85,80,86,10,10,10,10,10
54463,Homare Sawa,Icon,N\A,227006,91,14,18,-1,-1,6815904,0,8388608,0,118,21,118,31,0,3,4,88,81,88,82,78,92,69,91,71,93,83,91,91,92,86,91,92,79,87,93,94,82,79,93,86,68,74,86,81,10,10,10,10,10
54464,Alex Scott,Base Hero,N\A,227261,85,3,-1,-1,-1,8398336,0,0,0,106,5,106,0,0,2,4,87,86,84,79,69,83,78,87,82,85,86,69,68,78,80,75,65,68,78,81,84,81,80,81,88,81,58,84,67,10,10,10,10,10
54465,Kelly Smith,Icon,N\A,227263,89,25,-1,-1,-1,134742033,0,8,0,141,141,0,0,0,3,4,88,88,82,83,79,84,82,90,57,89,36,91,87,90,83,90,92,91,87,71,87,35,87,71,51,47,86,90,81,10,10,10,10,10
54468,Camille Abily,Icon,N\A,227324,90,14,18,-1,-1,33882123,0,256,0,121,22,121,31,0,3,4,84,80,84,82,65,85,77,88,75,90,83,88,92,93,83,88,88,93,67,90,93,80,88,90,82,79,92,90,78,10,10,10,10,10
54469,Bobby Charlton,Icon,N\A,230025,92,18,-1,-1,-1,21561504,0,4,0,131,32,131,0,0,3,5,91,90,91,93,85,86,68,93,72,93,48,92,91,89,82,92,91,88,78,89,88,50,93,89,47,31,87,84,85,10,10,10,10,10
54470,Gianluca Vialli,Base Hero,N\A,233700,89,25,-1,-1,-1,33554452,0,8388608,0,141,141,0,0,0,2,4,85,86,83,78,86,90,83,91,52,83,32,90,75,84,64,82,92,58,89,64,81,48,87,64,31,28,92,72,84,10,10,10,10,10
54471,Edson Arantes Nascimento,Icon,N\A,237067,95,18,25,-1,-1,5242917,0,65536,0,132,31,132,43,0,4,4,93,93,92,91,86,85,74,96,57,96,65,95,95,95,88,94,96,87,92,86,94,54,93,86,50,47,94,87,91,10,10,10,10,10
54472,Lev Yashin,Icon,N\A,238380,92,0,-1,-1,-1,0,0,0,1,102,102,0,0,0,0,3,64,53,68,63,85,44,76,91,59,68,29,19,70,42,32,24,14,29,19,32,33,20,56,32,20,19,22,24,45,93,89,75,94,93
54473,Alessandro Del Piero,Icon,N\A,238382,90,18,25,-1,-1,327688,0,1,0,132,31,132,41,0,3,5,84,83,82,77,57,81,63,87,57,91,39,92,92,93,87,93,93,89,74,78,87,36,84,78,40,34,85,88,92,10,10,10,10,10
54474,Carles Puyol Saforcada,Icon,N\A,238384,89,5,3,-1,-1,142631952,0,2048,0,112,11,112,3,0,1,3,69,74,52,55,84,83,91,87,88,82,93,39,55,66,68,50,39,46,90,71,74,90,69,71,92,88,40,49,53,10,10,10,10,10
54475,Dennis Bergkamp,Icon,N\A,238388,90,25,18,-1,-1,17039395,0,524288,0,141,141,32,0,0,3,4,84,82,80,80,76,80,75,93,72,93,31,92,89,92,82,87,91,82,62,75,88,26,89,75,39,34,91,80,92,10,10,10,10,10
54476,Patrick Kluivert,Icon,N\A,238424,87,25,-1,-1,-1,19398656,0,16,0,141,42,141,0,0,3,4,83,84,73,74,88,76,83,87,71,80,36,89,81,86,64,79,88,75,88,75,82,35,89,75,33,38,82,72,81,10,10,10,10,10
54477,Patrick Vieira,Icon,N\A,238427,88,14,-1,-1,-1,10539024,0,2048,0,118,19,20,118,0,2,3,83,82,73,66,79,93,89,88,91,88,92,77,87,87,65,82,75,58,82,87,87,84,83,87,92,85,66,64,73,10,10,10,10,10
54478,Peter Schmeichel,Icon,N\A,238428,89,0,-1,-1,-1,536870976,2,268435456,0,102,102,0,0,0,0,3,50,42,46,43,73,67,80,86,47,71,38,31,71,34,32,30,34,30,40,31,33,22,65,31,20,22,23,24,37,89,84,86,91,87
54479,Roberto Carlos da Silva Rocha,Icon,N\A,238430,90,7,-1,-1,-1,88211972,0,8,0,110,110,0,0,0,2,2,92,90,77,86,83,93,83,91,85,83,92,69,74,85,88,76,75,96,76,82,83,83,96,82,85,87,75,96,75,10,10,10,10,10
54480,Lothar Matthäus,Icon,N\A,238435,90,14,5,10,-1,12722176,0,4,0,118,118,13,16,0,2,4,92,84,75,79,72,91,76,89,90,89,91,87,89,87,82,76,79,90,79,91,91,87,95,91,92,89,88,75,93,10,10,10,10,10
54481,Paolo Maldini,Icon,N\A,238439,92,5,7,-1,-1,134231040,0,16384,0,112,11,112,7,0,1,4,84,85,65,68,83,80,84,94,78,94,95,39,68,73,75,62,56,30,93,78,86,94,72,78,96,95,64,40,53,10,10,10,10,10
54482,Laurent Blanc,Icon,N\A,238443,88,5,18,-1,-1,134251520,0,8192,0,113,11,113,31,0,1,3,76,80,69,68,76,87,84,87,86,84,89,59,56,85,55,70,66,71,84,80,79,91,76,80,92,87,66,61,90,10,10,10,10,10
54483,Henrik Larsson,Icon,N\A,239261,86,25,-1,-1,-1,4194305,0,2,0,141,141,0,0,0,2,4,89,85,87,79,89,84,63,89,71,80,41,87,71,83,66,80,91,79,93,71,75,33,80,71,45,44,85,85,85,10,10,10,10,10
54484,Miroslav Klose,Icon,N\A,242510,88,25,-1,-1,-1,46137361,0,134217728,0,142,142,0,0,0,2,4,90,82,77,73,91,79,82,91,66,83,49,90,71,81,74,80,92,70,93,71,77,22,84,71,36,35,89,67,81,10,10,10,10,10
54485,Eusébio da Silva Ferreira,Icon,N\A,242519,91,25,-1,-1,-1,4194308,0,131072,0,143,41,143,0,0,3,5,91,92,92,90,86,91,72,92,70,92,39,93,86,87,84,94,92,85,86,82,84,41,92,82,39,34,92,81,92,10,10,10,10,10
54486,Hidetoshi Nakata,Base Hero,N\A,242625,87,18,14,-1,-1,168,0,0,0,131,131,21,0,0,3,4,87,84,84,86,64,84,70,87,31,89,75,78,91,89,79,85,79,84,70,83,87,51,90,83,64,59,93,86,92,10,10,10,10,10
54487,Juan Sebastián Verón,Icon,N\A,243027,86,14,18,-1,-1,17039496,0,32,0,121,18,121,31,0,2,4,76,74,70,69,65,85,78,83,86,86,79,80,86,88,81,80,72,85,66,87,88,71,91,87,77,63,75,84,88,10,10,10,10,10
54488,Sol Campbell,Icon,N\A,243029,86,5,-1,-1,-1,134252560,0,16384,0,111,111,0,0,0,1,3,77,84,52,55,86,78,93,85,86,82,86,34,55,65,51,50,42,30,89,66,73,88,60,66,85,90,40,37,48,10,10,10,10,10
54489,Gennaro Gattuso,Icon,N\A,243030,86,10,14,-1,-1,36864,0,8388608,0,114,114,19,0,0,1,3,76,70,68,79,63,91,84,92,93,80,92,68,74,72,54,64,58,35,61,75,80,90,73,75,91,89,55,48,58,10,10,10,10,10
54490,John Barnes,Icon,N\A,247515,87,27,16,18,-1,21233697,0,65536,0,138,138,33,0,0,3,4,87,90,84,75,70,87,84,85,80,88,31,85,84,90,85,91,87,85,72,76,84,45,84,76,45,35,82,83,71,10,10,10,10,10
54491,Manuel Franc. dos Santos,Icon,N\A,247553,92,23,12,-1,-1,5505024,0,65536,0,136,136,0,0,0,4,4,90,89,93,89,63,80,64,94,52,89,44,89,92,94,93,96,87,88,65,90,92,34,84,90,37,34,83,90,80,10,10,10,10,10
54492,Kenny Dalglish,Icon,N\A,247699,89,25,-1,-1,-1,21299200,0,1,0,141,43,141,0,0,3,5,91,88,90,88,78,85,66,92,69,88,31,91,74,89,74,87,92,87,85,55,83,35,87,55,39,36,91,80,89,10,10,10,10,10
54493,Ian Rush,Icon,N\A,247703,87,25,-1,-1,-1,150994963,0,524288,0,142,142,0,0,0,2,4,82,85,77,76,84,81,79,88,72,89,32,90,75,87,64,82,91,68,89,52,74,37,85,52,45,31,90,75,86,10,10,10,10,10
54494,Ian Wright,Icon,N\A,248146,87,25,-1,-1,-1,4849664,0,2,0,142,142,0,0,0,2,4,87,88,82,78,75,86,73,86,70,87,35,88,73,85,56,78,91,65,85,64,78,31,87,64,38,33,85,66,87,10,10,10,10,10
54495,Gianluca Zambrotta,Icon,N\A,250890,86,3,7,-1,-1,2115584,0,8388608,0,105,3,105,9,0,3,5,86,87,75,73,76,86,80,84,84,83,84,78,77,84,85,81,60,60,76,79,81,82,80,79,87,86,69,80,69,10,10,10,10,10
54496,Vincent Kompany,Base Hero,N\A,251483,88,5,-1,-1,-1,134268932,0,8192,0,113,11,113,0,0,1,3,74,85,65,60,78,76,91,89,89,86,85,38,61,73,64,66,46,53,87,72,76,91,84,72,92,89,43,62,65,10,10,10,10,10
54498,Ferenc Puskás,Icon,N\A,254642,92,25,-1,-1,-1,21364740,0,524288,0,141,141,0,0,0,3,3,91,89,90,91,69,88,75,95,55,95,44,96,91,93,86,90,95,87,74,87,90,42,94,87,41,38,92,90,92,10,10,10,10,10
54500,Jürgen Kohler,Base Hero,N\A,261593,89,5,-1,-1,-1,58384,0,2048,0,112,112,0,0,0,1,3,67,75,64,71,89,86,90,90,94,80,87,49,52,64,62,55,47,38,88,70,74,93,66,70,91,93,53,47,55,10,10,10,10,10
54501,Robin van Persie,Icon,N\A,262112,88,25,-1,-1,-1,17104903,0,524288,0,141,141,0,0,0,3,4,85,84,82,72,67,77,77,90,58,89,49,93,84,91,84,87,92,86,78,77,86,37,91,77,43,36,93,87,91,10,10,10,10,10
54502,Diego Milito,Base Hero,N\A,262271,88,25,-1,-1,-1,524305,0,2,0,141,44,141,0,0,2,4,82,83,76,77,84,81,85,85,66,86,48,92,74,88,66,84,93,75,88,70,81,38,89,70,34,32,84,82,87,10,10,10,10,10
54504,Ji Sung Park,Base Hero,N\A,266473,86,16,12,27,-1,2101536,0,8388608,0,127,28,127,23,0,2,4,86,84,87,90,71,95,74,87,82,85,80,84,86,86,81,84,78,78,65,78,86,86,83,78,75,67,78,80,77,10,10,10,10,10
54505,Lucimar da Silva Ferreira,Base Hero,N\A,266690,89,5,-1,-1,-1,167788560,0,2048,0,112,112,0,0,0,2,3,80,84,73,63,86,87,91,87,89,83,90,69,63,82,67,75,65,81,92,77,83,91,86,77,91,89,70,62,73,10,10,10,10,10
54506,Diego Forlán,Base Hero,N\A,266691,88,25,27,-1,-1,2621441,0,4,0,141,43,141,39,0,3,4,87,85,81,80,77,84,76,86,65,87,53,89,86,88,66,83,90,85,82,74,84,58,91,74,49,44,90,73,88,10,10,10,10,10
54507,Saeed Al Owairan,Base Hero,N\A,266694,85,23,12,18,25,4194304,0,131072,0,136,136,32,43,0,3,4,92,95,85,81,75,83,70,81,64,86,37,83,78,84,83,88,85,77,76,78,81,27,78,78,31,28,81,81,75,10,10,10,10,10
54508,Tomas Brolin,Base Hero,N\A,266695,87,25,18,23,-1,524324,0,65536,0,143,143,31,37,0,3,3,89,86,87,85,83,79,64,89,67,84,53,86,86,91,79,92,87,80,83,79,86,58,91,79,56,60,84,82,86,10,10,10,10,10
54509,Harry Kewell,Base Hero,N\A,266801,87,27,16,18,-1,17432576,0,4,0,138,138,33,0,0,3,3,91,90,86,85,76,78,69,84,58,85,45,80,91,87,91,91,85,78,68,87,85,49,87,87,54,51,84,90,77,10,10,10,10,10
54510,Jair Ventura Filho,Icon,N\A,268513,89,23,12,25,-1,21233668,0,131072,0,136,136,41,0,0,4,4,93,90,90,85,83,82,80,88,44,91,47,89,89,88,82,93,92,76,86,78,85,43,91,78,45,43,86,81,78,10,10,10,10,10
54511,Włodzimierz Smolarek,Base Hero,N\A,269603,86,25,27,-1,-1,4718592,0,2097152,0,143,42,143,39,0,2,3,93,89,90,97,78,80,84,85,84,86,43,87,75,89,84,91,89,73,81,77,81,25,82,77,43,36,84,85,85,10,10,10,10,10
54512,Steve McManaman,Base Hero,N\A,273812,87,12,16,18,23,8978434,0,0,0,125,125,29,31,0,3,4,87,90,82,70,72,91,75,85,68,83,40,86,87,87,84,91,75,73,66,81,86,38,78,81,51,42,81,83,74,10,10,10,10,10
54513,Wesley Sneijder,Base Hero,N\A,274750,88,18,14,16,-1,525004,0,32,0,131,131,21,29,0,3,5,84,78,84,84,44,81,74,89,78,88,63,83,93,89,86,85,82,91,60,93,89,45,86,93,54,51,85,87,77,10,10,10,10,10
54514,Carlos Tévez,Base Hero,N\A,274966,88,25,18,-1,-1,4259844,0,8388608,0,141,141,32,0,0,3,3,87,84,82,83,74,93,87,90,91,86,38,88,84,86,75,87,88,85,78,68,85,51,92,68,39,32,84,87,86,10,10,10,10,10
54515,John Arne Riise,Base Hero,N\A,274967,86,7,16,-1,-1,75497480,0,4,0,109,7,109,28,0,2,2,80,85,70,64,73,94,85,83,84,82,79,77,71,84,88,81,74,87,76,79,84,80,93,79,84,85,86,78,79,10,10,10,10,10
54516,Enzo Francescoli,Base Hero,N\A,275049,88,18,25,-1,-1,33882153,0,524288,0,132,31,132,0,0,3,4,87,85,91,74,81,82,72,87,57,89,36,86,86,91,78,91,90,88,84,78,85,41,86,78,40,38,82,89,88,10,10,10,10,10
54517,Sonia Bompastor,Base Hero,N\A,275092,86,7,16,-1,-1,14688808,0,0,0,110,110,27,0,0,2,3,88,86,79,75,73,89,64,86,79,85,86,80,83,88,86,86,77,87,69,80,87,81,87,80,86,79,68,83,79,10,10,10,10,10
54518,Mia Hamm,Icon,N\A,275243,93,25,18,23,-1,13500417,0,4,0,141,141,36,0,0,4,5,93,91,88,90,83,88,82,94,68,90,55,94,88,92,77,93,94,90,84,86,90,45,94,86,54,51,90,85,89,10,10,10,10,10
54519,Birgit Prinz,Icon,N\A,275276,92,25,-1,-1,-1,2621460,0,134217728,0,144,144,0,0,0,2,4,81,84,60,66,83,82,94,90,81,89,45,94,84,88,70,83,94,82,93,70,87,46,94,70,53,41,91,77,83,10,10,10,10,10
54537,Lionel Messi,IF,TOTW1,158023,89,23,12,18,25,20971817,0,65536,0,137,35,36,137,0,3,4,88,75,91,96,72,71,69,86,45,95,41,90,92,94,82,94,86,94,62,88,89,21,84,88,36,25,87,95,76,10,10,10,10,10
